Changing Variable,mean_neg_dwell_time,mean_pos_dwell_time,pos_time_fraction,neg_time_fraction,pos_fraction + neg_fraction,p,sigma,B,x0,y0,z0,steps,dt
34,1.474823389755164,1.4929762611533262,0.5031324968675274,0.4968675031324726,1.0,34,10,2.6666666666666665,1,0,0,1000000,0.01
35,1.4881945688111011,1.4959922411476745,0.5013064986934718,0.4986935013065283,1.0,35,10,2.6666666666666665,1,0,0,1000000,0.01
36,1.4544086021756983,1.4517262423961865,0.49953850046144244,0.5004614995385576,1.0,36,10,2.6666666666666665,1,0,0,1000000,0.01
37,1.4350730031738792,1.4273898111292205,0.4987295012704774,0.5012704987295227,1.0,37,10,2.6666666666666665,1,0,0,1000000,0.01
38,1.3891707989220596,1.3652767832786505,0.49573150426845425,0.5042684957315458,1.0,38,10,2.6666666666666665,1,0,0,1000000,0.01
39,1.3964667033810279,1.3553247110856361,0.4925245074755483,0.5074754925244517,1.0,39,10,2.6666666666666665,1,0,0,1000000,0.01
40,1.3115414813101616,1.3052354788293379,0.4988605011394986,0.5011394988605015,1.0,40,10,2.6666666666666665,1,0,0,1000000,0.01
41,1.3117330148846387,1.342197452252266,0.505739494260468,0.4942605057395319,1.0,41,10,2.6666666666666665,1,0,0,1000000,0.01
42,1.298090439298847,1.285891472890263,0.4976395023604772,0.5023604976395227,1.0,42,10,2.6666666666666665,1,0,0,1000000,0.01
43,1.2532613065542906,1.2589876915563376,0.5012024987974657,0.4987975012025343,1.0,43,10,2.6666666666666665,1,0,0,1000000,0.01
44,1.2564879759734116,1.2482118707953913,0.4984105015895327,0.5015894984104673,1.0,44,10,2.6666666666666665,1,0,0,1000000,0.01
45,1.2108455793992081,1.1982148879994563,0.49737850262152394,0.5026214973784761,1.0,45,10,2.6666666666666665,1,0,0,1000000,0.01
46,1.1817934139032285,1.1870345807878562,0.5011654988345212,0.4988345011654788,1.0,46,10,2.6666666666666665,1,0,0,1000000,0.01
47,1.1852128911047455,1.1669026340746904,0.49616650383352756,0.5038334961664724,1.0,47,10,2.6666666666666665,1,0,0,1000000,0.01
48,1.163343387490873,1.1565762004375304,0.4985995014005492,0.5014004985994508,1.0,48,10,2.6666666666666665,1,0,0,1000000,0.01
49,1.1212508406379724,1.1204012553431655,0.4998105001894964,0.5001894998105036,1.0,49,10,2.6666666666666665,1,0,0,1000000,0.01
50,1.1171917655148906,1.1201968680281456,0.5007274992724765,0.49927250072752355,1.0,50,10,2.6666666666666665,1,0,0,1000000,0.01
51,1.1001906028558341,1.1161236702319,0.5035944964054823,0.49640550359451774,1.0,51,10,2.6666666666666665,1,0,0,1000000,0.01
52,1.0696421600705701,1.099086965969737,0.506788493211443,0.4932115067885569,1.0,52,10,2.6666666666666665,1,0,0,1000000,0.01
53,1.0328989690899366,1.0287466501928806,0.4990445009554891,0.500955499044511,1.0,53,10,2.6666666666666665,1,0,0,1000000,0.01
54,0.9917575877972797,0.9917810392871419,0.5000554999444832,0.49994450005551677,1.0,54,10,2.6666666666666665,1,0,0,1000000,0.01
55,1.0280913204619813,1.028677498989244,0.5001424998574753,0.4998575001425248,1.0,55,10,2.6666666666666665,1,0,0,1000000,0.01
56,1.0258206185743575,1.0358235415556014,0.5024774975224894,0.4975225024775107,1.0,56,10,2.6666666666666665,1,0,0,1000000,0.01
57,1.0130285252045579,1.0100364151498538,0.49926050073949185,0.5007394992605082,1.0,57,10,2.6666666666666665,1,0,0,1000000,0.01
58,0.9899782436878953,0.9876764880533632,0.49946750053250155,0.5005324994674984,1.0,58,10,2.6666666666666665,1,0,0,1000000,0.01
59,0.9180595917023411,0.9211918337476969,0.5008514991485161,0.4991485008514838,1.0,59,10,2.6666666666666665,1,0,0,1000000,0.01
60,0.9026405513394242,0.9107615593991426,0.5022844977154973,0.4977155022845027,1.0,60,10,2.6666666666666665,1,0,0,1000000,0.01
61,0.8865738112289174,0.8875784992169022,0.5003274996724697,0.49967250032753036,1.0,61,10,2.6666666666666665,1,0,0,1000000,0.01
62,0.8587263427257706,0.8463052003555348,0.49635750364248726,0.5036424963575127,1.0,62,10,2.6666666666666665,1,0,0,1000000,0.01
63,0.8886266856078449,0.8856831086029174,0.49917050082952485,0.5008294991704751,1.0,63,10,2.6666666666666665,1,0,0,1000000,0.01
64,0.9163552607491744,0.9261145910254398,0.5026944973054722,0.4973055026945277,1.0,64,10,2.6666666666666665,1,0,0,1000000,0.01
65,0.8708236518270095,0.8631818970149979,0.49779650220349214,0.5022034977965079,1.0,65,10,2.6666666666666665,1,0,0,1000000,0.01
66,0.8494027565230172,0.8521473541068716,0.5008064991935025,0.49919350080649744,1.0,66,10,2.6666666666666665,1,0,0,1000000,0.01
67,0.9045413343157889,0.908368382901734,0.5010554989444865,0.4989445010555134,1.0,67,10,2.6666666666666665,1,0,0,1000000,0.01
68,0.8266286375803414,0.8268121693263808,0.5000554999445014,0.4999445000554986,1.0,68,10,2.6666666666666665,1,0,0,1000000,0.01
69,1.153721735137515,1.1536179049575142,0.49997750002249414,0.5000224999775058,1.0,69,10,2.6666666666666665,1,0,0,1000000,0.01
70,0.7684184615516841,0.7700446153978323,0.5005284994714896,0.4994715005285104,1.0,70,10,2.6666666666666665,1,0,0,1000000,0.01
71,0.7671369294737908,0.7696711234187644,0.5008244991754838,0.49917550082451617,1.0,71,10,2.6666666666666665,1,0,0,1000000,0.01
72,0.7551292517136722,0.756473700133905,0.5004824995174909,0.4995175004825091,1.0,72,10,2.6666666666666665,1,0,0,1000000,0.01
73,0.7233665655376437,0.7215127871818848,0.4993585006415,0.5006414993585,1.0,73,10,2.6666666666666665,1,0,0,1000000,0.01
74,0.7233553956958978,0.7153920299360331,0.49726850273148804,0.502731497268512,1.0,74,10,2.6666666666666665,1,0,0,1000000,0.01
75,0.7275345454670442,0.7270123636488621,0.4998205001795028,0.5001794998204971,1.0,75,10,2.6666666666666665,1,0,0,1000000,0.01
76,0.6840799890917599,0.6808298075727615,0.4988435011564882,0.5011564988435118,1.0,76,10,2.6666666666666665,1,0,0,1000000,0.01
77,0.6857525632380526,0.6813028024723858,0.4983725016274837,0.5016274983725163,1.0,77,10,2.6666666666666665,1,0,0,1000000,0.01
78,0.6924948111368397,0.6911109573998223,0.4995345004655063,0.5004654995344937,1.0,78,10,2.6666666666666665,1,0,0,1000000,0.01
